activity_id,opportunity_id,activity_type,activity_date
ACT002015,OPP00846,call,2025-04-27
ACT002016,OPP00848,meeting_online,2025-05-18
ACT002017,OPP00848,linkedin,2025-05-11
ACT002018,OPP00849,call,2025-04-11
ACT002019,OPP00850,meeting_online,2025-06-01
ACT002020,OPP00850,meeting_f2f,2025-08-21
ACT002021,OPP00850,call,2025-09-12
ACT002022,OPP00851,call,2025-04-07
ACT002023,OPP00853,meeting_f2f,2025-08-14
ACT002024,OPP00853,meeting_online,2025-04-28
ACT002025,OPP00854,call,2025-06-30
ACT002026,OPP00854,meeting_f2f,2025-04-12
ACT002027,OPP00854,meeting_f2f,2025-04-06
ACT002028,OPP00855,linkedin,2025-05-23
ACT002029,OPP00856,call,2025-08-10
ACT002030,OPP00856,meeting_online,2025-08-09
ACT002031,OPP00857,meeting_online,2025-07-04
ACT002032,OPP00858,call,2025-05-13
ACT002033,OPP00858,meeting_online,2025-07-24
ACT002034,OPP00858,meeting_f2f,2025-08-04
ACT002035,OPP00859,call,2025-05-17
ACT002036,OPP00859,call,2025-05-30
ACT002037,OPP00860,call,2025-04-08
ACT002038,OPP00862,meeting_f2f,2025-04-16
ACT002039,OPP00862,call,2025-04-12
ACT002040,OPP00862,meeting_online,2025-04-15
ACT002041,OPP00862,meeting_f2f,2025-04-15
ACT002042,OPP00864,linkedin,2025-07-03
ACT002043,OPP00864,call,2025-04-09
ACT002044,OPP00864,meeting_online,2025-04-16
ACT002045,OPP00864,call,2025-06-25
ACT002046,OPP00864,linkedin,2025-07-06
ACT002047,OPP00864,call,2025-06-14
ACT002048,OPP00865,meeting_online,2025-05-30
ACT002049,OPP00866,call,2025-05-10
ACT002050,OPP00866,call,2025-06-17
ACT002051,OPP00866,meeting_online,2025-06-16
ACT002052,OPP00867,linkedin,2025-07-14
ACT002053,OPP00867,call,2025-05-17
ACT002054,OPP00868,call,2025-04-27
ACT002055,OPP00868,call,2025-04-18
ACT002056,OPP00868,linkedin,2025-05-13
ACT002057,OPP00869,meeting_online,2025-05-06
ACT002058,OPP00869,linkedin,2025-05-08
ACT002059,OPP00869,call,2025-05-06
ACT002060,OPP00870,linkedin,2025-04-24
ACT002061,OPP00870,call,2025-05-27
ACT002062,OPP00870,call,2025-06-22
ACT002063,OPP00870,call,2025-06-06
ACT002064,OPP00870,call,2025-05-17
ACT002065,OPP00870,linkedin,2025-06-14
ACT002066,OPP00871,linkedin,2025-06-11
ACT002067,OPP00871,meeting_f2f,2025-07-08
ACT002068,OPP00872,meeting_online,2025-07-04
ACT002069,OPP00872,call,2025-04-26
ACT002070,OPP00872,meeting_online,2025-04-28
ACT002071,OPP00873,linkedin,2025-07-27
ACT002072,OPP00874,linkedin,2025-05-23
ACT002073,OPP00875,call,2025-05-24
ACT002074,OPP00876,linkedin,2025-05-07
ACT002075,OPP00876,meeting_f2f,2025-05-08
ACT002076,OPP00876,call,2025-04-26
ACT002077,OPP00876,linkedin,2025-05-15
ACT002078,OPP00876,call,2025-04-03
ACT002079,OPP00876,meeting_f2f,2025-06-05
ACT002080,OPP00877,call,2025-04-24
ACT002081,OPP00877,meeting_f2f,2025-08-26
ACT002082,OPP00878,linkedin,2025-04-24
ACT002083,OPP00878,meeting_f2f,2025-04-12
ACT002084,OPP00880,linkedin,2025-04-09
ACT002085,OPP00880,meeting_online,2025-05-09
ACT002086,OPP00880,meeting_online,2025-07-02
ACT002087,OPP00880,meeting_online,2025-07-24
ACT002088,OPP00880,call,2025-05-19
ACT002089,OPP00881,call,2025-04-14
ACT002090,OPP00881,call,2025-04-19
ACT002091,OPP00881,call,2025-04-25
ACT002092,OPP00882,call,2025-07-03
ACT002093,OPP00882,call,2025-04-24
ACT002094,OPP00882,call,2025-05-08
ACT002095,OPP00883,call,2025-07-01
ACT002096,OPP00883,meeting_online,2025-07-31
ACT002097,OPP00883,linkedin,2025-05-28
ACT002098,OPP00883,meeting_online,2025-05-12
ACT002099,OPP00884,call,2025-04-30
ACT002100,OPP00884,call,2025-05-29
ACT002101,OPP00884,call,2025-06-07
ACT002102,OPP00884,call,2025-05-15
ACT002103,OPP00885,meeting_online,2025-04-21
ACT002104,OPP00885,meeting_online,2025-07-12
ACT002105,OPP00885,meeting_f2f,2025-07-07
ACT002106,OPP00885,meeting_f2f,2025-05-27
ACT002107,OPP00885,call,2025-05-02
ACT002108,OPP00885,meeting_online,2025-05-09
ACT002109,OPP00886,linkedin,2025-06-10
ACT002110,OPP00886,meeting_f2f,2025-06-18
ACT002111,OPP00887,call,2025-05-21
ACT002112,OPP00887,call,2025-05-19
ACT002113,OPP00888,meeting_f2f,2025-05-21
ACT002114,OPP00889,call,2025-06-09
ACT002115,OPP00889,call,2025-05-02
ACT002116,OPP00889,call,2025-04-16
ACT002117,OPP00890,meeting_online,2025-04-29
ACT002118,OPP00890,meeting_online,2025-07-16
ACT002119,OPP00890,call,2025-06-24
ACT002120,OPP00890,meeting_online,2025-06-05
ACT002121,OPP00890,call,2025-06-02
ACT002122,OPP00890,call,2025-07-03
ACT002123,OPP00891,call,2025-06-09
ACT002124,OPP00891,linkedin,2025-08-03
ACT002125,OPP00891,meeting_online,2025-07-02
ACT002126,OPP00892,call,2025-07-15
ACT002127,OPP00892,meeting_f2f,2025-07-11
ACT002128,OPP00892,call,2025-07-11
ACT002129,OPP00892,meeting_f2f,2025-07-14
ACT002130,OPP00893,meeting_online,2025-06-08
ACT002131,OPP00893,call,2025-05-28
ACT002132,OPP00893,meeting_online,2025-05-26
ACT002133,OPP00893,meeting_online,2025-06-03
ACT002134,OPP00894,linkedin,2025-06-28
ACT002135,OPP00894,call,2025-05-21
ACT002136,OPP00894,meeting_f2f,2025-06-23
ACT002137,OPP00895,meeting_f2f,2025-06-02
ACT002138,OPP00895,call,2025-05-08
ACT002139,OPP00895,meeting_online,2025-06-09
ACT002140,OPP00895,call,2025-06-05
ACT002141,OPP00896,meeting_f2f,2025-05-09
ACT002142,OPP00896,call,2025-06-07
ACT002143,OPP00896,,2025-06-19
ACT002144,OPP00896,call,2025-06-06
ACT002145,OPP00896,call,2025-05-28
ACT002146,OPP00897,linkedin,2025-06-12
ACT002147,OPP00897,linkedin,2025-05-25
ACT002148,OPP00897,call,2025-06-07
ACT002149,OPP00897,meeting_online,2025-05-19
ACT002150,OPP00897,call,2025-06-11
ACT002151,OPP00897,call,2025-06-08
ACT002152,OPP00898,call,2025-07-07
ACT002153,OPP00898,call,2025-05-17
ACT002154,OPP00898,call,2025-07-04
ACT002155,OPP00899,call,2025-05-16
ACT002156,OPP00899,meeting_f2f,2025-05-17
ACT002157,OPP00899,call,2025-05-17
ACT002158,OPP00899,call,2025-05-17
ACT002159,OPP00900,meeting_online,2025-05-15
ACT002160,OPP00900,call,2025-05-16
ACT002161,OPP00900,call,2025-05-17
ACT002162,OPP00900,call,2025-06-03
ACT002163,OPP00900,call,2025-06-09
ACT002164,OPP00900,linkedin,2025-06-19
ACT002165,OPP00901,meeting_online,2025-08-12
ACT002166,OPP00901,linkedin,2025-07-18
ACT002167,OPP00902,linkedin,2025-06-14
ACT002168,OPP00902,call,2025-05-21
ACT002169,OPP00902,linkedin,2025-05-20
ACT002170,OPP00902,meeting_f2f,2025-05-19
ACT002171,OPP00902,call,2025-07-03
ACT002172,OPP00902,meeting_f2f,2025-05-06
ACT002173,OPP00903,linkedin,2025-07-04
ACT002174,OPP00903,call,2025-07-05
ACT002175,OPP00903,meeting_online,2025-08-02
ACT002176,OPP00904,meeting_online,2025-06-02
ACT002177,OPP00905,linkedin,2025-09-17
ACT002178,OPP00905,meeting_online,2025-07-08
ACT002179,OPP00905,call,2025-07-22
ACT002180,OPP00905,call,2025-07-23
ACT002181,OPP00906,meeting_f2f,2025-06-13
ACT002182,OPP00906,linkedin,2025-06-02
ACT002183,OPP00906,meeting_f2f,2025-07-06
ACT002184,OPP00906,meeting_online,2025-05-24
ACT002185,OPP00907,call,2025-05-11
ACT002186,OPP00907,call,2025-05-10
ACT002187,OPP00909,call,2025-07-10
ACT002188,OPP00909,,2025-06-27
ACT002189,OPP00909,call,2025-06-12
ACT002190,OPP00909,call,2025-06-07
ACT002191,OPP00909,linkedin,2025-05-20
ACT002192,OPP00910,meeting_f2f,2025-06-01
ACT002193,OPP00910,meeting_online,2025-07-08
ACT002194,OPP00910,call,2025-07-04
ACT002195,OPP00910,linkedin,2025-07-05
ACT002196,OPP00911,call,2025-08-05
ACT002197,OPP00911,meeting_online,2025-07-02
ACT002198,OPP00911,meeting_f2f,2025-06-21
ACT002199,OPP00912,call,2025-06-16
ACT002200,OPP00912,call,2025-05-22
ACT002201,OPP00913,call,2025-07-12
ACT002202,OPP00914,linkedin,2025-05-25
ACT002203,OPP00914,meeting_online,2025-09-14
ACT002204,OPP00914,linkedin,2025-06-01
ACT002205,OPP00914,meeting_f2f,2025-08-01
ACT002206,OPP00914,meeting_online,2025-08-28
ACT002207,OPP00915,meeting_online,2025-06-18
ACT002208,OPP00915,linkedin,2025-07-18
ACT002209,OPP00915,call,2025-06-29
ACT002210,OPP00915,meeting_online,2025-05-13
ACT002211,OPP00915,meeting_online,2025-07-21
ACT002212,OPP00916,linkedin,2025-07-05
ACT002213,OPP00916,linkedin,2025-08-26
ACT002214,OPP00917,call,2025-07-18
ACT002215,OPP00917,call,2025-05-29
ACT002216,OPP00917,linkedin,2025-07-15
ACT002217,OPP00917,call,2025-08-09
ACT002218,OPP00918,meeting_online,2025-06-18
ACT002219,OPP00918,meeting_online,2025-07-21
ACT002220,OPP00918,call,2025-06-10
ACT002221,OPP00918,meeting_online,2025-07-12
ACT002222,OPP00918,meeting_f2f,2025-06-14
ACT002223,OPP00918,linkedin,2025-05-26
ACT002224,OPP00919,call,2025-07-17
ACT002225,OPP00919,call,2025-06-11
ACT002226,OPP00920,meeting_online,2025-06-28
ACT002227,OPP00920,linkedin,2025-06-17
ACT002228,OPP00920,meeting_online,2025-06-24
ACT002229,OPP00920,call,2025-05-20
ACT002230,OPP00921,meeting_online,2025-07-11
ACT002231,OPP00921,call,2025-05-14
ACT002232,OPP00921,call,2025-06-12
ACT002233,OPP00922,meeting_online,2025-05-22
ACT002234,OPP00922,linkedin,2025-05-13
ACT002235,OPP00922,meeting_f2f,2025-05-22
ACT002236,OPP00922,call,2025-05-12
ACT002237,OPP00923,meeting_f2f,2025-06-02
ACT002238,OPP00923,call,2025-07-17
ACT002239,OPP00923,linkedin,2025-06-14
ACT002240,OPP00923,meeting_f2f,2025-08-07
ACT002241,OPP00923,meeting_online,2025-07-20
ACT002242,OPP00925,call,2025-06-27
ACT002243,OPP00925,call,2025-07-07
ACT002244,OPP00925,meeting_online,2025-06-08
ACT002245,OPP00925,meeting_online,2025-07-10
ACT002246,OPP00926,linkedin,2025-07-09
ACT002247,OPP00927,call,2025-06-03
ACT002248,OPP00928,call,2025-06-28
ACT002249,OPP00928,call,2025-07-12
ACT002250,OPP00928,meeting_online,2025-07-05
ACT002251,OPP00929,meeting_online,2025-05-11
ACT002252,OPP00929,linkedin,2025-05-21
ACT002253,OPP00930,call,2025-05-20
ACT002254,OPP00931,meeting_online,2025-08-09
ACT002255,OPP00931,call,2025-08-19
ACT002256,OPP00932,call,2025-06-23
ACT002257,OPP00932,meeting_online,2025-06-15
ACT002258,OPP00933,call,2025-06-08
ACT002259,OPP00933,linkedin,2025-07-29
ACT002260,OPP00933,meeting_f2f,2025-07-12
ACT002261,OPP00933,call,2025-06-03
ACT002262,OPP00934,call,2025-08-18
ACT002263,OPP00934,call,2025-06-26
ACT002264,OPP00934,meeting_online,2025-07-08
ACT002265,OPP00934,meeting_online,2025-08-12
ACT002266,OPP00934,meeting_f2f,2025-07-04
ACT002267,OPP00935,call,2025-07-28
ACT002268,OPP00935,call,2025-07-04
ACT002269,OPP00935,call,2025-05-20
ACT002270,OPP00935,meeting_f2f,2025-06-14
ACT002271,OPP00936,meeting_f2f,2025-08-15
ACT002272,OPP00936,call,2025-07-19
ACT002273,OPP00936,linkedin,2025-05-24
ACT002274,OPP00936,linkedin,2025-08-16
ACT002275,OPP00938,call,2025-06-03
ACT002276,OPP00938,linkedin,2025-06-14
ACT002277,OPP00938,meeting_online,2025-06-21
ACT002278,OPP00939,call,2025-05-31
ACT002279,OPP00939,linkedin,2025-08-04
ACT002280,OPP00939,call,2025-07-25
ACT002281,OPP00939,call,2025-05-25
ACT002282,OPP00939,call,2025-05-21
ACT002283,OPP00939,call,2025-07-13
ACT002284,OPP00940,meeting_online,2025-05-27
ACT002285,OPP00940,meeting_online,2025-06-14
ACT002286,OPP00941,call,2025-07-06
ACT002287,OPP00941,call,2025-07-22
ACT002288,OPP00941,meeting_online,2025-07-30
ACT002289,OPP00941,call,2025-09-01
ACT002290,OPP00941,meeting_online,2025-06-03
ACT002291,OPP00941,call,2025-07-07
ACT002292,OPP00942,meeting_f2f,2025-08-02
ACT002293,OPP00942,call,2025-06-24
ACT002294,OPP00942,linkedin,2025-07-03
ACT002295,OPP00942,meeting_online,2025-07-20
ACT002296,OPP00943,meeting_f2f,2025-08-06
ACT002297,OPP00943,call,2025-06-18
ACT002298,OPP00943,call,2025-07-10
ACT002299,OPP00943,meeting_f2f,2025-08-05
ACT002300,OPP00943,call,2025-07-11
ACT002301,OPP00944,meeting_online,2025-05-20
ACT002302,OPP00944,linkedin,2025-06-05
ACT002303,OPP00944,linkedin,2025-06-05
ACT002304,OPP00945,meeting_online,2025-07-23
ACT002305,OPP00945,meeting_f2f,2025-06-26
ACT002306,OPP00945,call,2025-08-16
ACT002307,OPP00945,meeting_f2f,2025-06-11
ACT002308,OPP00946,meeting_online,2025-07-15
ACT002309,OPP00946,call,2025-09-03
ACT002310,OPP00946,call,2025-08-19
ACT002311,OPP00946,linkedin,2025-06-06
ACT002312,OPP00947,call,2025-08-12
ACT002313,OPP00947,call,2025-06-27
ACT002314,OPP00947,linkedin,2025-09-11
ACT002315,OPP00948,linkedin,2025-07-22
ACT002316,OPP00948,linkedin,2025-08-08
ACT002317,OPP00948,call,2025-06-08
ACT002318,OPP00948,meeting_f2f,2025-06-24
ACT002319,OPP00949,meeting_f2f,2025-06-13
ACT002320,OPP00949,call,2025-06-03
ACT002321,OPP00949,call,2025-08-12
ACT002322,OPP00949,meeting_online,2025-07-25
ACT002323,OPP00950,call,2025-05-31
ACT002324,OPP00950,call,2025-05-21
ACT002325,OPP00950,linkedin,2025-05-21
ACT002326,OPP00950,call,2025-05-30
ACT002327,OPP00951,call,2025-05-21
ACT002328,OPP00951,call,2025-05-26
ACT002329,OPP00951,linkedin,2025-07-06
ACT002330,OPP00952,call,2025-06-10
ACT002331,OPP00952,linkedin,2025-06-23
ACT002332,OPP00952,meeting_online,2025-06-27
ACT002333,OPP00952,meeting_f2f,2025-08-22
ACT002334,OPP00952,meeting_online,2025-06-17
ACT002335,OPP00952,call,2025-07-20
ACT002336,OPP00953,call,2025-05-19
ACT002337,OPP00953,call,2025-07-05
ACT002338,OPP00953,meeting_online,2025-06-15
ACT002339,OPP00954,call,2025-09-29
ACT002340,OPP00955,meeting_online,2025-07-14
ACT002341,OPP00955,linkedin,2025-07-17
ACT002342,OPP00955,call,2025-07-19
ACT002343,OPP00955,call,2025-06-10
ACT002344,OPP00955,call,2025-07-14
ACT002345,OPP00957,call,2025-06-11
ACT002346,OPP00957,meeting_online,2025-06-19
ACT002347,OPP00957,linkedin,2025-06-17
ACT002348,OPP00958,linkedin,2025-07-20
ACT002349,OPP00958,linkedin,2025-07-02
ACT002350,OPP00958,meeting_online,2025-08-07
ACT002351,OPP00958,meeting_online,2025-06-04
ACT002352,OPP00959,call,2025-08-29
ACT002353,OPP00959,call,2025-06-13
ACT002354,OPP00959,meeting_online,2025-06-10
ACT002355,OPP00960,meeting_online,2025-06-19
ACT002356,OPP00960,call,2025-05-19
ACT002357,OPP00960,call,2025-05-11
ACT002358,OPP00961,meeting_f2f,2025-07-09
ACT002359,OPP00961,meeting_online,2025-08-14
ACT002360,OPP00961,call,2025-06-04
ACT002361,OPP00961,linkedin,2025-06-08
ACT002362,OPP00963,call,2025-07-11
ACT002363,OPP00963,call,2025-07-20
ACT002364,OPP00963,meeting_f2f,2025-08-02
ACT002365,OPP00964,call,2025-05-19
ACT002366,OPP00964,call,2025-06-13
ACT002367,OPP00964,meeting_online,2025-06-10
ACT002368,OPP00964,meeting_f2f,2025-05-25
ACT002369,OPP00964,meeting_online,2025-05-18
ACT002370,OPP00965,call,2025-07-13
ACT002371,OPP00965,call,2025-05-16
ACT002372,OPP00965,linkedin,2025-06-23
ACT002373,OPP00966,call,2025-05-27
ACT002374,OPP00966,call,2025-07-22
ACT002375,OPP00967,linkedin,2025-05-19
ACT002376,OPP00967,linkedin,2025-07-07
ACT002377,OPP00968,meeting_online,2025-06-08
ACT002378,OPP00968,meeting_online,2025-07-02
ACT002379,OPP00968,linkedin,2025-05-28
ACT002380,OPP00968,call,2025-07-04
ACT002381,OPP00969,call,2025-08-12
ACT002382,OPP00969,call,2025-05-16
ACT002383,OPP00969,call,2025-06-22
ACT002384,OPP00969,call,2025-07-03
ACT002385,OPP00969,call,2025-08-14
ACT002386,OPP00970,meeting_online,2025-06-08
ACT002387,OPP00970,meeting_online,2025-06-20
ACT002388,OPP00970,call,2025-05-25
ACT002389,OPP00970,call,2025-05-19
ACT002390,OPP00970,call,2025-07-03
ACT002391,OPP00970,call,2025-08-13
ACT002392,OPP00971,meeting_online,2025-07-20
ACT002393,OPP00971,call,2025-07-25
ACT002394,OPP00971,meeting_online,2025-07-22
ACT002395,OPP00971,linkedin,2025-06-29
ACT002396,OPP00972,call,2025-09-11
ACT002397,OPP00972,call,2025-08-17
ACT002398,OPP00972,call,2025-09-05
ACT002399,OPP00973,meeting_online,2025-06-20
ACT002400,OPP00973,meeting_f2f,2025-06-17
ACT002401,OPP00973,meeting_online,2025-06-16
ACT002402,OPP00973,meeting_online,2025-06-11
ACT002403,OPP00973,meeting_f2f,2025-05-31
ACT002404,OPP00974,call,2025-05-22
ACT002405,OPP00974,meeting_online,2025-05-25
ACT002406,OPP00974,call,2025-05-15
ACT002407,OPP00974,meeting_online,2025-06-03
ACT002408,OPP00975,call,2025-06-13
ACT002409,OPP00975,call,2025-06-09
ACT002410,OPP00977,linkedin,2025-07-07
ACT002411,OPP00977,call,2025-07-24
ACT002412,OPP00978,call,2025-06-20
ACT002413,OPP00979,meeting_online,2025-05-21
ACT002414,OPP00980,meeting_f2f,2025-05-17
ACT002415,OPP00980,call,2025-05-13
ACT002416,OPP00980,meeting_f2f,2025-05-11
ACT002417,OPP00981,call,2025-06-17
ACT002418,OPP00982,call,2025-06-26
ACT002419,OPP00982,call,2025-06-12
ACT002420,OPP00982,call,2025-07-21
ACT002421,OPP00983,call,2025-06-28
ACT002422,OPP00983,linkedin,2025-06-25
ACT002423,OPP00984,meeting_f2f,2025-06-12
ACT002424,OPP00984,call,2025-06-04
ACT002425,OPP00984,call,2025-06-19
ACT002426,OPP00984,linkedin,2025-06-25
ACT002427,OPP00984,call,2025-06-02
ACT002428,OPP00985,call,2025-06-13
ACT002429,OPP00987,call,2025-08-17
ACT002430,OPP00987,linkedin,2025-07-27
ACT002431,OPP00987,call,2025-08-11
ACT002432,OPP00987,call,2025-05-24
ACT002433,OPP00987,meeting_online,2025-07-02
ACT002434,OPP00987,call,2025-07-21
ACT002435,OPP00988,meeting_f2f,2025-06-30
ACT002436,OPP00988,meeting_f2f,2025-07-08
ACT002437,OPP00988,call,2025-07-07
ACT002438,OPP00988,call,2025-07-16
ACT002439,OPP00990,linkedin,2025-07-02
ACT002440,OPP00990,linkedin,2025-06-26
ACT002441,OPP00990,meeting_online,2025-05-25
ACT002442,OPP00990,call,2025-06-19
ACT002443,OPP00991,linkedin,2025-06-14
ACT002444,OPP00993,call,2025-11-05
ACT002445,OPP00993,meeting_f2f,2025-07-31
ACT002446,OPP00993,meeting_online,2025-11-05
ACT002447,OPP00994,call,2025-06-01
ACT002448,OPP00994,linkedin,2025-05-11
ACT002449,OPP00994,call,2025-06-12
ACT002450,OPP00994,call,2025-05-26
ACT002451,OPP00995,meeting_f2f,2025-06-20
ACT002452,OPP00995,call,2025-07-13
ACT002453,OPP00997,linkedin,2025-05-28
ACT002454,OPP00997,call,2025-06-27
ACT002455,OPP00997,meeting_online,2025-06-04
ACT002456,OPP00998,meeting_f2f,2025-06-19
ACT002457,OPP00998,linkedin,2025-06-20
ACT002458,OPP00998,meeting_f2f,2025-08-22
ACT002459,OPP00998,linkedin,2025-06-22
ACT002460,OPP00998,meeting_online,2025-07-28
ACT002461,OPP00998,call,2025-08-22
ACT002462,OPP00999,meeting_online,2025-08-07
ACT002463,OPP00999,meeting_f2f,2025-05-19
ACT002464,OPP00999,call,2025-08-06
ACT002465,OPP01000,linkedin,2025-05-23
ACT002466,OPP01000,meeting_online,2025-05-19
ACT002467,OPP01001,call,2025-07-01
ACT002468,OPP01002,call,2025-06-08
ACT002469,OPP01003,call,2025-07-15
ACT002470,OPP01004,meeting_online,2025-07-09
ACT002471,OPP01004,meeting_f2f,2025-06-18
ACT002472,OPP01004,call,2025-07-12
ACT002473,OPP01004,meeting_online,2025-06-28
ACT002474,OPP01005,call,2025-05-08
ACT002475,OPP01005,call,2025-06-11
ACT002476,OPP01006,call,2025-07-16
ACT002477,OPP01006,call,2025-07-05
ACT002478,OPP01007,linkedin,2025-06-27
ACT002479,OPP01007,call,2025-06-13
ACT002480,OPP01007,meeting_f2f,2025-06-24
ACT002481,OPP01008,meeting_online,2025-07-06
ACT002482,OPP01009,meeting_f2f,2025-08-12
ACT002483,OPP01009,meeting_online,2025-08-04
ACT002484,OPP01010,call,2025-05-04
ACT002485,OPP01010,linkedin,2025-05-08
ACT002486,OPP01010,meeting_online,2025-05-10
ACT002487,OPP01010,call,2025-05-05
ACT002488,OPP01010,meeting_f2f,2025-05-16
ACT002489,OPP01010,call,2025-05-04
ACT002490,OPP01011,call,2025-05-26
ACT002491,OPP01011,call,2025-07-01
ACT002492,OPP01012,meeting_f2f,2025-06-06
ACT002493,OPP01012,call,2025-05-31
ACT002494,OPP01012,call,2025-06-02
ACT002495,OPP01013,meeting_online,2025-06-07
ACT002496,OPP01013,linkedin,2025-06-12
ACT002497,OPP01013,call,2025-06-14
ACT002498,OPP01014,call,2025-07-08
ACT002499,OPP01014,call,2025-06-21
ACT002500,OPP01015,call,2025-06-12
ACT002501,OPP01015,meeting_f2f,2025-07-03
ACT002502,OPP01015,meeting_online,2025-07-28
ACT002503,OPP01015,call,2025-07-01
ACT002504,OPP01015,call,2025-07-22
ACT002505,OPP01016,call,2025-06-09
ACT002506,OPP01016,call,2025-07-11
ACT002507,OPP01016,call,2025-06-24
ACT002508,OPP01018,call,2025-06-10
ACT002509,OPP01018,call,2025-06-20
ACT002510,OPP01018,call,2025-05-17
ACT002511,OPP01020,call,2025-08-24
ACT002512,OPP01020,call,2025-06-05
ACT002513,OPP01021,call,2025-06-30
ACT002514,OPP01023,call,2025-05-08
ACT002515,OPP01024,meeting_online,2025-06-16
ACT002516,OPP01024,linkedin,2025-06-22
ACT002517,OPP01025,call,2025-06-24
ACT002518,OPP01025,call,2025-06-08
ACT002519,OPP01025,call,2025-07-27
ACT002520,OPP01025,call,2025-08-21
ACT002521,OPP01025,call,2025-07-13
ACT002522,OPP01025,meeting_f2f,2025-07-20
ACT002523,OPP01026,linkedin,2025-07-03
ACT002524,OPP01026,meeting_f2f,2025-07-07
ACT002525,OPP01026,meeting_f2f,2025-05-03
ACT002526,OPP01026,meeting_f2f,2025-05-06
ACT002527,OPP01027,call,2025-05-26
ACT002528,OPP01028,call,2025-06-13
ACT002529,OPP01029,call,2025-07-27
ACT002530,OPP01030,linkedin,2025-07-13
ACT002531,OPP01030,call,2025-08-10
ACT002532,OPP01031,meeting_online,2025-07-06
ACT002533,OPP01032,meeting_online,2025-08-05
ACT002534,OPP01032,call,2025-06-03
ACT002535,OPP01032,call,2025-08-09
ACT002536,OPP01033,call,2025-05-28
ACT002537,OPP01033,call,2025-05-17
ACT002538,OPP01033,linkedin,2025-05-30
ACT002539,OPP01033,,2025-06-15
ACT002540,OPP01034,meeting_online,2025-06-19
ACT002541,OPP01034,meeting_online,2025-05-28
ACT002542,OPP01035,call,2025-06-22
ACT002543,OPP01036,call,2025-06-03
ACT002544,OPP01036,meeting_f2f,2025-05-25
ACT002545,OPP01037,call,2025-06-08
ACT002546,OPP01037,meeting_f2f,2025-05-23
ACT002547,OPP01037,meeting_online,2025-06-04
ACT002548,OPP01038,call,2025-05-18
ACT002549,OPP01038,meeting_f2f,2025-05-17
ACT002550,OPP01038,call,2025-05-23
ACT002551,OPP01039,call,2025-08-28
ACT002552,OPP01040,meeting_f2f,2025-07-02
ACT002553,OPP01040,call,2025-07-06
ACT002554,OPP01041,linkedin,2025-05-14
ACT002555,OPP01041,meeting_f2f,2025-06-17
ACT002556,OPP01041,meeting_f2f,2025-05-30
ACT002557,OPP01042,meeting_online,2025-07-14
ACT002558,OPP01043,meeting_online,2025-06-20
ACT002559,OPP01043,meeting_f2f,2025-06-11
ACT002560,OPP01044,linkedin,2025-06-22
ACT002561,OPP01044,meeting_f2f,2025-06-27
ACT002562,OPP01045,meeting_online,2025-05-09
ACT002563,OPP01046,call,2025-06-15
ACT002564,OPP01046,linkedin,2025-06-20
ACT002565,OPP01047,call,2025-05-18
ACT002566,OPP01047,call,2025-05-13
ACT002567,OPP01048,linkedin,2025-06-14
ACT002568,OPP01048,call,2025-05-23
ACT002569,OPP01049,call,2025-07-28
ACT002570,OPP01050,call,2025-06-18
ACT002571,OPP01050,call,2025-08-26
ACT002572,OPP01050,meeting_f2f,2025-08-08
ACT002573,OPP01051,call,2025-07-14
ACT002574,OPP01051,call,2025-05-28
ACT002575,OPP01051,meeting_online,2025-06-13
ACT002576,OPP01052,call,2025-05-28
ACT002577,OPP01052,linkedin,2025-05-25
ACT002578,OPP01054,call,2025-05-24
ACT002579,OPP01055,call,2025-06-18
ACT002580,OPP01055,call,2025-05-29
ACT002581,OPP01055,call,2025-06-28
ACT002582,OPP01056,call,2025-06-18
ACT002583,OPP01056,linkedin,2025-07-14
ACT002584,OPP01057,call,2025-05-26
ACT002585,OPP01057,linkedin,2025-06-02
ACT002586,OPP01059,meeting_online,2025-05-12
ACT002587,OPP01059,call,2025-08-30
ACT002588,OPP01060,call,2025-06-15
ACT002589,OPP01061,meeting_online,2025-05-23
ACT002590,OPP01061,call,2025-05-15
ACT002591,OPP01062,linkedin,2025-07-17
ACT002592,OPP01065,call,2025-06-04
ACT002593,OPP01066,call,2025-05-15
ACT002594,OPP01067,call,2025-07-20
ACT002595,OPP01067,meeting_f2f,2025-06-20
ACT002596,OPP01067,meeting_f2f,2025-07-29
ACT002597,OPP01067,meeting_online,2025-06-06
ACT002598,OPP01069,call,2025-06-10
ACT002599,OPP01070,call,2025-06-23
ACT002600,OPP01070,call,2025-05-22
ACT002601,OPP01071,call,2025-08-06
ACT002602,OPP01071,call,2025-05-07
ACT002603,OPP01071,meeting_online,2025-05-23
ACT002604,OPP01071,call,2025-06-18
ACT002605,OPP01071,call,2025-06-11
ACT002606,OPP01071,call,2025-05-11
ACT002607,OPP01073,call,2025-06-27
ACT002608,OPP01073,linkedin,2025-07-13
ACT002609,OPP01073,linkedin,2025-06-16
ACT002610,OPP01073,call,2025-07-04
ACT002611,OPP01073,call,2025-07-19
ACT002612,OPP01074,meeting_online,2025-05-31
ACT002613,OPP01075,call,2025-06-06
ACT002614,OPP01075,linkedin,2025-07-11
ACT002615,OPP01075,meeting_online,2025-06-19
ACT002616,OPP01076,linkedin,2025-08-28
ACT002617,OPP01078,meeting_online,2025-06-22
ACT002618,OPP01078,meeting_online,2025-09-01
