opportunity_id,created_date,closed_date,arr,status,salesperson_id,source,type,account_id
OPP00833,2025-04-10,2025-04-26,36500,lost,SP007,marketing,new business,ACC0039
OPP00834,2025-04-12,2025-05-05,19500,created,SP007,cold prospection,new business,ACC0118
OPP00835,2025-04-11,2025-07-24,35000,qualified,SP007,cold prospection,new business,ACC0041
OPP00836,2025-04-18,2025-06-20,93500,lost,SP007,referral,new business,ACC0106
OPP00837,2025-04-22,2025-08-02,11500,created,SP007,marketing,new business,ACC0019
OPP00838,2025-04-14,2025-08-15,12000,created,SP007,event,new business,ACC0006
OPP00839,2025-04-20,2025-07-14,9000,created,SP007,cold prospection,upsell,ACC0066
OPP00840,2025-04-08,2025-06-30,20500,won,SP007,event,new business,ACC0049
OPP00841,2025-04-23,2025-07-15,30500,lost,SP007,referral,new business,ACC0049
OPP00842,2025-04-19,2025-08-06,74000,qualified,SP007,cold prospection,new business,ACC0093
OPP00843,2025-04-24,2025-08-03,25000,qualified,SP007,marketing,new business,ACC0055
OPP00844,2025-04-24,2025-07-17,35000,won,SP007,cold prospection,new business,ACC0092
OPP00845,2025-04-11,2025-09-08,27000,qualified,SP007,marketing,new business,ACC0058
OPP00846,2025-04-26,2025-08-12,51500,created,SP007,event,new business,ACC0032
OPP00847,2025-04-19,2025-07-12,124500,won,SP007,cold prospection,new business,ACC0005
OPP00848,2025-04-10,2025-05-31,21000,qualified,SP007,cold prospection,upsell,ACC0032
OPP00849,2025-04-05,2025-04-16,23500,lost,SP007,marketing,new business,ACC0031
OPP00850,2025-04-30,2025-09-15,42500,qualified,SP007,cold prospection,upsell,ACC0092
OPP00851,2025-04-06,2025-05-04,45000,lost,SP007,event,new business,ACC0037
OPP00852,2025-04-27,2025-06-25,85500,lost,SP007,marketing,new business,ACC0102
OPP00853,2025-04-21,2025-09-10,35500,qualified,SP007,event,new business,ACC0022
OPP00854,2025-04-04,2025-07-08,21000,qualified,SP007,event,new business,ACC0021
OPP00855,2025-04-18,2025-06-16,43000,won,SP007,cold prospection,new business,ACC0041
OPP00856,2025-04-28,2025-08-28,35500,created,SP007,referral,new business,ACC0001
OPP00857,2025-04-22,2025-07-22,48500,lost,SP007,event,new business,ACC0015
OPP00858,2025-04-20,2025-08-20,18500,created,SP007,cold prospection,new business,ACC0037
OPP00859,2025-04-25,2025-05-29,55500,won,SP007,marketing,new business,ACC0100
OPP00860,2025-04-06,2025-04-27,48000,created,SP007,cold prospection,new business,ACC0064
OPP00862,2025-04-02,2025-04-27,44500,won,SP007,marketing,new business,ACC0066
OPP00863,2025-04-13,2025-05-25,28500,won,SP007,marketing,new business,ACC0015
OPP00864,2025-04-03,2025-07-07,33500,lost,SP007,cold prospection,upsell,ACC0031
OPP00865,2025-04-06,2025-06-03,60000,lost,SP007,referral,new business,ACC0031
OPP00866,2025-04-09,2025-07-15,12500,qualified,SP008,cold prospection,new business,ACC0073
OPP00867,2025-04-21,2025-08-17,11500,created,SP008,,new business,ACC0054
OPP00868,2025-04-15,2025-05-14,25000,created,SP008,marketing,new business,ACC0054
OPP00869,2025-04-29,2025-05-09,20000,won,SP008,marketing,upsell,ACC0073
OPP00870,2025-04-09,2025-07-01,18500,lost,SP009,marketing,new business,ACC0111
OPP00871,2025-04-25,2025-09-15,8500,qualified,SP008,,upsell,ACC0116
OPP00872,2025-04-08,2025-06-18,27000,lost,SP009,marketing,new business,ACC0115
OPP00873,2025-04-12,2025-08-05,28000,qualified,SP008,cold prospection,new business,ACC0084
OPP00874,2025-04-28,2025-06-14,59000,lost,SP008,cold prospection,new business,ACC0054
OPP00875,2025/04/02,2025/06/10,12500,created,SP008,cold prospection,new business,ACC0077
OPP00876,2025-04-03,2025-05-17,8000,created,SP010,cold prospection,upsell,ACC0072
OPP00877,2025-04-13,2025-09-01,16500,qualified,SP010,cold prospection,upsell,ACC0087
OPP00878,2025-04-11,2025-04-26,20000,lost,SP010,cold prospection,new business,ACC0097
OPP00880,2025-04-05,2025-07-28,13500,qualified,SP010,cold prospection,new business,ACC0025
OPP00881,2025-04-06,2025-04-28,13500,lost,SP010,cold prospection,new business,ACC0087
OPP00882,2025-04-19,2025-07-24,15000,created,SP010,event,new business,ACC0034
OPP00883,14/04/2025,14/08/2025,28500,qualified,SP010,event,new business,ACC0099
OPP00884,2025-04-26,2025-07-12,7000,qualified,SP010,event,new business,ACC0025
OPP00885,2025-04-06,2025-07-24,13500,qualified,SP010,event,new business,ACC0061
OPP00886,2025-04-20,2025-07-11,5000,created,SP010,referral,new business,ACC0061
OPP00887,2025-04-23,2025-07-02,33000,won,SP010,cold prospection,new business,ACC0099
OPP00888,2025-04-21,2025-06-17,7000,qualified,SP010,cold prospection,new business,ACC0110
OPP00889,2025-04-16,2025-05-21,11500,qualified,SP010,referral,new business,ACC0087
OPP00890,2025-04-04,2025-07-28,20000,qualified,SP010,cold prospection,new business,ACC0072
OPP00891,2025/05/26,2025/08/04,31000,lost,SP001,cold prospection,new business,ACC0114
OPP00892,2025-05-30,2025-07-15,12500,won,SP001,cold prospection,new business,ACC0008
OPP00893,2025-05-20,2025-06-15,8000,created,SP002,event,new business,ACC0004
OPP00894,2025-05-16,2025-07-05,28000,created,SP003,cold prospection,new business,ACC0014
OPP00895,2025-05-07,2025-06-15,6000,lost,SP003,cold prospection,upsell,ACC0114
OPP00896,2025-05-04,2025-07-01,4000,lost,SP001,cold prospection,upsell,ACC0068
OPP00897,2025-05-19,2025-06-16,16500,lost,SP002,,new business,ACC0008
OPP00898,2025-05-06,2025-08-26,5000,created,SP002,cold prospection,new business,ACC0057
OPP00899,2025-05-11,2025-05-28,7500,won,SP001,cold prospection,new business,ACC0004
OPP00900,2025-05-15,2025-07-17,9500,created,SP002,cold prospection,new business,ACC0068
OPP00901,2025-05-26,2025-08-17,15000,lost,SP003,event,upsell,ACC0101
OPP00902,2025-05-03,2025-07-04,9000,qualified,SP002,cold prospection,upsell,ACC0082
OPP00903,2025-05-24,2025-08-07,4500,created,SP002,marketing,upsell,ACC0043
OPP00904,2025-05-05,2025-06-14,15000,qualified,SP003,event,new business,ACC0002
OPP00905,2025-05-02,2025-09-17,19000,qualified,SP002,marketing,upsell,ACC0082
OPP00906,2025-05-08,2025-07-09,12500,won,SP001,cold prospection,upsell,ACC0089
OPP00907,2025-05-10,2025-05-22,36000,lost,SP001,cold prospection,new business,ACC0107
OPP00908,2025-05-23,2025-06-05,7000,won,SP002,marketing,upsell,ACC0090
OPP00909,2025-05-05,2025-07-11,4000,created,SP003,cold prospection,new business,ACC0067
OPP00910,2025-05-21,2025-07-12,9000,lost,SP001,cold prospection,new business,ACC0059
OPP00911,2025-05-25,2025-08-12,12500,lost,SP002,cold prospection,new business,ACC0117
OPP00912,2025-05-22,2025-06-08,15000,lost,SP001,referral,new business,ACC0101
OPP00913,2025-05-12,2025-08-14,11000,qualified,SP001,cold prospection,new business,ACC0014
OPP00914,2025-05-18,2025-09-29,12500,qualified,SP003,cold prospection,upsell,ACC0010
OPP00915,2025-05-04,2025-07-27,6500,won,SP003,marketing,upsell,ACC0074
OPP00916,2025-05-25,2025-10-21,23500,qualified,SP003,cold prospection,new business,ACC0042
OPP00917,2025-05-03,2025-08-10,11500,qualified,SP002,marketing,new business,ACC0053
OPP00918,2025-05-22,2025-08-12,24500,qualified,SP003,event,upsell,ACC0046
OPP00919,2025-05-31,2025-08-07,15500,lost,SP001,cold prospection,new business,ACC0027
OPP00920,2025-05-06,2025-06-30,7500,created,SP002,cold prospection,new business,ACC0010
OPP00921,2025-05-07,2025-07-19,16000,created,SP003,cold prospection,new business,ACC0105
OPP00922,2025-05-12,2025-05-24,16500,won,SP002,cold prospection,new business,ACC0070
OPP00923,2025-05-28,2025-07-29,18500,won,SP001,marketing,new business,ACC0082
OPP00924,2025-05-26,2025-09-27,24500,qualified,SP002,marketing,new business,ACC0079
OPP00925,2025-05-19,2025-07-11,7500,created,SP001,cold prospection,new business,ACC0047
OPP00926,2025-05-28,2025-08-29,20500,qualified,SP001,cold prospection,new business,ACC0020
OPP00927,2025-05-18,2025-08-21,12500,lost,SP002,cold prospection,upsell,ACC0026
OPP00928,2025-05-04,2025-08-03,23000,qualified,SP001,marketing,new business,ACC0048
OPP00929,2025-05-02,2025-05-30,9000,lost,SP003,marketing,new business,ACC0048
OPP00930,2025-05-06,2025-05-29,21000,created,SP003,cold prospection,new business,ACC0047
OPP00931,2025-05-15,2025-09-06,8500,created,SP002,marketing,new business,ACC0020
OPP00932,2025-05-10,2025-08-01,6000,lost,SP002,event,new business,ACC0046
OPP00933,2025-05-24,2025-08-03,14000,won,SP002,cold prospection,upsell,ACC0052
OPP00934,2025-05-18,2025-08-25,7500,created,SP001,cold prospection,new business,ACC0047
OPP00935,2025-05-02,2025-07-28,10500,created,SP003,cold prospection,upsell,ACC0107
OPP00936,2025-05-01,2025-08-04,9000,lost,SP001,referral,upsell,ACC0086
OPP00937,2025-05-13,2025-08-18,6500,created,SP001,marketing,new business,ACC0079
OPP00938,2025-05-13,2025-07-09,4500,lost,SP001,cold prospection,new business,ACC0120
OPP00939,2025-05-12,2025-08-01,10000,lost,SP002,event,new business,ACC0047
OPP00940,2025-05-15,2025-06-30,3500,lost,SP003,event,new business,ACC0068
OPP00941,2025-05-29,2025-09-01,4000,created,SP002,cold prospection,new business,ACC0068
OPP00942,2025-05-28,2025-08-31,15500,created,SP003,cold prospection,new business,ACC0052
OPP00943,2025-05-30,2025-08-17,15000,created,SP002,cold prospection,new business,ACC0068
OPP00944,2025-05-06,2025-06-15,17000,qualified,SP002,marketing,new business,ACC0046
OPP00945,2025-05-16,2025-09-14,3000,created,SP003,referral,new business,ACC0071
OPP00946,2025-05-27,2025-09-09,10500,created,SP003,marketing,new business,ACC0074
OPP00947,2025-05-23,2025-09-17,7000,created,SP003,cold prospection,upsell,ACC0043
OPP00948,2025-05-24,2025-08-22,7500,qualified,SP002,marketing,new business,ACC0091
OPP00949,2025-05-23,2025-09-08,21000,qualified,SP001,marketing,new business,ACC0057
OPP00950,2025-05-05,2025-06-01,21000,lost,SP002,cold prospection,new business,ACC0071
OPP00951,2025-05-12,2025-07-06,11500,lost,SP002,cold prospection,new business,ACC0105
OPP00952,2025-05-21,2025-08-29,6500,created,SP001,event,new business,ACC0080
OPP00953,2025-05-18,2025-07-05,14500,lost,SP002,marketing,new business,ACC0048
OPP00954,2025-05-12,2025-09-29,3000,qualified,SP001,cold prospection,new business,ACC0086
OPP00955,2025-05-25,2025-07-19,8500,qualified,SP002,cold prospection,new business,ACC0068
OPP00957,2025-05-23,2025-07-06,5500,qualified,SP001,cold prospection,new business,ACC0068
OPP00958,2025-05-12,2025-09-28,9500,qualified,SP002,marketing,upsell,ACC0117
OPP00959,2025-05-11,2025-09-03,28500,created,SP001,event,new business,ACC0120
OPP00960,2025-05-05,2025-06-20,8500,created,SP003,marketing,new business,ACC0042
OPP00961,2025-05-26,2025-08-15,7500,created,SP001,cold prospection,new business,ACC0010
OPP00962,2025-05-26,2025-08-29,13500,qualified,SP003,cold prospection,new business,ACC0080
OPP00963,2025-05-22,2025-08-17,28000,lost,SP001,referral,new business,ACC0013
OPP00964,2025-05-06,2025-06-13,17500,created,SP003,referral,upsell,ACC0053
OPP00965,2025-05-12,2025-08-08,13500,lost,SP002,marketing,new business,ACC0024
OPP00966,2025-05-04,2025-09-07,7000,qualified,SP003,referral,new business,ACC0002
OPP00967,2025-05-18,2025-07-31,19000,lost,SP001,marketing,upsell,ACC0013
OPP00968,2025-05-23,2025-07-10,12500,qualified,SP003,cold prospection,new business,ACC0026
OPP00969,2025-05-07,2025-09-16,23500,qualified,SP003,cold prospection,new business,ACC0042
OPP00970,2025-05-05,2025-07-25,18500,won,SP002,cold prospection,new business,ACC0057
OPP00971,2025-05-16,2025-08-20,17500,created,SP001,event,new business,ACC0059
OPP00972,08/05/2025,14/09/2025,6000,created,SP003,referral,upsell,ACC0068
OPP00973,2025-05-26,2025-07-01,36500,qualified,SP005,cold prospection,new business,ACC0088
OPP00974,2025-05-15,2025-06-09,18000,won,SP006,cold prospection,new business,ACC0088
OPP00975,2025-05-19,2025-06-19,50000,lost,SP004,referral,new business,ACC0096
OPP00977,2025-05-24,2025-08-16,41500,lost,SP005,event,new business,ACC0036
OPP00978,2025-05-26,2025-09-23,17000,qualified,SP006,marketing,new business,ACC0051
OPP00979,2025-05-09,2025-06-28,9000,qualified,SP004,marketing,new business,ACC0098
OPP00980,2025-05-05,2025-05-23,12500,won,SP004,cold prospection,new business,ACC0018
OPP00981,2025-05-06,2025-06-04,13500,won,SP005,marketing,new business,ACC0083
OPP00982,2025-05-25,2025-08-06,20000,won,SP004,cold prospection,upsell,ACC0088
OPP00983,2025-05-22,2025-09-03,18000,qualified,SP005,marketing,upsell,ACC0063
OPP00984,2025-05-31,2025-06-25,11500,lost,SP004,cold prospection,new business,ACC0056
OPP00985,2025-05-13,2025-06-24,11000,created,SP005,cold prospection,upsell,ACC0060
OPP00986,2025-05-23,2025-08-05,51500,qualified,SP004,cold prospection,new business,ACC0063
OPP00987,2025-05-22,2025-09-03,38500,qualified,SP005,event,new business,ACC0088
OPP00988,2025-05-17,2025-08-20,18000,created,SP004,cold prospection,new business,ACC0051
OPP00989,2025-05-10,2025-06-04,7500,created,SP005,event,new business,ACC0012
OPP00990,2025-05-19,2025-07-11,17000,lost,SP004,marketing,new business,ACC0098
OPP00991,2025-05-12,2025-07-02,12000,created,SP005,marketing,new business,ACC0050
OPP00992,2025-05-30,2025-06-23,9000,lost,SP006,cold prospection,new business,ACC0016
OPP00993,11/05/2025,14/07/2025,14000,won,SP004,referral,new business,ACC0060
OPP00994,2025-05-09,2025-06-15,7000,qualified,SP004,cold prospection,new business,ACC0094
OPP00995,2025-05-19,2025-09-19,19500,qualified,SP004,marketing,new business,ACC0104
OPP00997,2025-05-28,2025-07-04,12500,lost,SP004,cold prospection,new business,ACC0108
OPP00998,2025-05-19,2025-09-11,33500,created,SP005,marketing,new business,ACC0104
OPP00999,2025-05-19,2025-09-18,5500,created,SP005,cold prospection,new business,ACC0036
OPP01000,2025-05-03,2025-09-02,4000,created,SP006,cold prospection,new business,ACC0108
OPP01001,2025-05-14,2025-07-21,18000,won,SP005,marketing,new business,ACC0036
OPP01002,2025-05-29,2025-07-01,28500,won,SP004,cold prospection,new business,ACC0085
OPP01003,2025-05-31,2025-09-09,27000,created,SP006,event,new business,ACC0060
OPP01004,2025-05-14,2025-07-29,12500,won,SP006,marketing,new business,ACC0096
OPP01005,2025-05-08,2025-06-25,29000,won,SP004,cold prospection,upsell,ACC0096
OPP01006,2025-05-28,2025-08-08,8500,created,SP004,cold prospection,new business,ACC0085
OPP01007,2025-05-22,2025-07-10,11000,qualified,SP006,event,new business,ACC0035
OPP01008,2025-05-10,2025-08-08,22500,qualified,SP005,cold prospection,upsell,ACC0063
OPP01009,2025-05-09,2025-09-08,12500,created,SP004,marketing,new business,ACC0009
OPP01010,2025-05-02,2025-05-19,6500,lost,SP006,cold prospection,upsell,ACC0063
OPP01011,2025-05-20,2025-07-31,30500,created,SP005,referral,new business,ACC0109
OPP01012,2025-05-13,2025-06-16,23500,created,SP006,cold prospection,new business,ACC0108
OPP01013,2025-05-22,2025-07-03,11500,lost,SP006,cold prospection,new business,ACC0098
OPP01014,2025-05-20,2025-07-11,20000,lost,SP004,event,upsell,ACC0098
OPP01015,2025-05-26,2025-08-08,10500,created,SP006,cold prospection,new business,ACC0096
OPP01016,2025-05-09,2025-08-12,8000,created,SP005,marketing,new business,ACC0056
OPP01018,2025-05-05,2025-06-23,11000,won,SP005,referral,new business,ACC0063
OPP01019,2025-05-20 00:00:00,2025-06-05 00:00:00,16000,won,SP004,event,new business,ACC0108
OPP01020,2025-05-08,2025-09-01,33000,qualified,SP005,event,new business,ACC0078
OPP01021,2025-05-04,2025-07-19,13000,created,SP006,cold prospection,upsell,ACC0109
OPP01023,2025-05-06,2025-09-06,19000,created,SP005,cold prospection,new business,ACC0085
OPP01024,2025-05-28,2025-08-08,3500,lost,SP004,cold prospection,new business,ACC0108
OPP01025,2025-05-27,2025-10-13,22000,qualified,SP005,cold prospection,new business,ACC0094
OPP01026,2025-05-03,2025-07-22,6000,won,SP005,marketing,new business,ACC0056
OPP01027,2025-05-01,2025-07-30,15000,won,SP007,marketing,new business,ACC0075
OPP01028,2025-05-01,2025-06-20,58500,won,SP007,cold prospection,new business,ACC0022
OPP01029,2025-05-08,2025-08-03,24500,qualified,SP007,marketing,new business,ACC0118
OPP01030,2025/05/24,2025/08/27,30500,created,SP007,cold prospection,upsell,ACC0031
OPP01031,2025-05-14,2025-08-05,32500,qualified,SP007,cold prospection,upsell,ACC0021
OPP01032,2025-05-31,2025-08-29,40500,won,SP007,cold prospection,new business,ACC0064
OPP01033,2025-05-15,2025-06-15,32500,won,SP007,marketing,new business,ACC0031
OPP01034,2025-05-20,2025-07-26,7500,created,SP007,cold prospection,new business,ACC0019
OPP01035,2025-05-17,2025-07-24,53500,lost,SP007,marketing,upsell,ACC0102
OPP01036,2025-05-08,2025-06-21,23500,lost,SP007,marketing,new business,ACC0022
OPP01037,2025-05-05,2025-06-21,11500,created,SP007,marketing,new business,ACC0118
OPP01038,2025-05-14,2025-05-27,24500,lost,SP007,cold prospection,new business,ACC0049
OPP01039,2025-05-20,2025-09-19,68000,qualified,SP007,marketing,new business,ACC0029
OPP01040,2025-05-28,2025-07-29,49000,qualified,SP007,event,new business,ACC0093
OPP01041,2025-05-09,2025-06-19,21000,qualified,SP007,referral,new business,ACC0015
OPP01042,2025-05-20,2025-08-27,15000,created,SP007,marketing,upsell,ACC0001
OPP01043,2025-05-05,2025-06-15,17000,created,SP007,event,upsell,ACC0065
OPP01044,2025-05-05,2025-07-09,97000,won,SP007,cold prospection,new business,ACC0037
OPP01045,2025-05-02,2025-06-16,38000,lost,SP007,referral,new business,ACC0058
OPP01046,2025-05-10,2025-06-22,39500,lost,SP007,marketing,new business,ACC0066
OPP01047,2025-05-06,2025-06-04,54500,lost,SP007,referral,new business,ACC0100
OPP01048,2025-05-21,2025-06-16,18500,created,SP007,cold prospection,new business,ACC0005
OPP01049,2025-05-23,2025-08-14,11500,created,SP007,marketing,new business,ACC0049
OPP01050,2025-05-16,2025-09-05,23500,created,SP007,cold prospection,new business,ACC0058
OPP01051,2025-05-28,2025-08-11,30000,lost,SP007,marketing,upsell,ACC0021
OPP01052,2025-05-22,2025-06-01,30500,lost,SP007,marketing,new business,ACC0065
OPP01053,2025-05-14,2025-06-05,46500,lost,SP007,cold prospection,upsell,ACC0029
OPP01054,2025-05-22,2025-07-09,33000,qualified,SP007,cold prospection,new business,ACC0041
OPP01055,2025-05-27,2025-07-10,46500,won,SP007,cold prospection,new business,ACC0055
OPP01056,2025-05-02,2025-07-23,29500,lost,SP007,event,new business,ACC0037
OPP01057,2025-05-26,2025-06-14,32500,lost,SP007,marketing,new business,ACC0037
OPP01058,2025-05-03,2025-08-29,8500,created,SP007,event,new business,ACC0031
OPP01059,2025-05-06,2025-08-31,51500,qualified,SP007,cold prospection,new business,ACC0102
OPP01060,2025-05-16,2025-07-04,37500,lost,SP007,marketing,upsell,ACC0100
OPP01061,2025-05-12,2025-07-11,48000,qualified,SP007,marketing,upsell,ACC0106
OPP01062,2025-05-19,2025-07-15,6500,won,SP007,marketing,new business,ACC0006
OPP01063,2025-05-14,2025-08-16,95000,qualified,SP007,event,new business,ACC0005
OPP01064,2025-05-30,2025-08-15,28500,won,SP007,marketing,new business,ACC0062
OPP01065,2025-05-03,2025-06-08,42500,created,SP007,cold prospection,new business,ACC0032
OPP01066,2025-05-14,2025-06-12,15000,created,SP007,marketing,new business,ACC0065
OPP01067,2025-05-14,2025-08-04,43500,won,SP007,cold prospection,upsell,ACC0055
OPP01068,2025-05-19,2025-07-07,17500,qualified,SP007,event,new business,ACC0102
OPP01069,2025-05-27,2025-09-14,12000,created,SP007,marketing,new business,ACC0005
OPP01070,2025-05-22,2025-07-14,89000,lost,SP007,event,upsell,ACC0066
OPP01071,2025-05-06,2025-08-11,15000,created,SP007,marketing,new business,ACC0021
OPP01072,2025-05-01,2025-06-11,25500,created,SP007,cold prospection,new business,ACC0041
OPP01073,2025-05-22,2025-08-18,50000,won,SP007,marketing,new business,ACC0032
OPP01074,2025-05-23,2025-06-29,9500,created,SP008,cold prospection,new business,ACC0084
OPP01075,2025-05-07,2025-06-29,65000,qualified,SP009,marketing,new business,ACC0077
OPP01076,2025-05-26,2025-08-13,8500,created,SP009,,new business,ACC0054
OPP01078,2025-05-08,2025-09-26,27500,qualified,SP009,cold prospection,new business,ACC0084
OPP01079,2025-05-28,2025-08-20,33000,lost,SP008,marketing,new business,ACC0115
OPP01080,2025-05-10,2025-08-18,32500,qualified,SP009,marketing,new business,ACC0116
OPP01081,2025-05-27,2025-08-12,25500,won,SP008,marketing,new business,ACC0077
OPP01082,2025-05-18,2025-07-20,9500,lost,SP009,cold prospection,upsell,ACC0084
OPP01084,2025-05-16,2025-07-03,6500,created,SP008,referral,new business,ACC0116
OPP01085,2025-05-28,2025-07-26,21500,lost,SP008,event,upsell,ACC0073
OPP01086,2025-05-22,2025-06-21,12000,lost,SP008,cold prospection,new business,ACC0116
OPP01087,2025-05-24,2025-07-08,8500,created,SP009,event,new business,ACC0116
OPP01088,2025-05-31,2025-08-30,9000,created,SP008,referral,new business,ACC0084
OPP01089,2025-05-12,2025-07-25,21500,lost,SP009,cold prospection,new business,ACC0073
OPP01090,2025-05-14,2025-07-01,14500,created,SP009,event,upsell,ACC0077
OPP01091,2025-05-25,2025-08-08,43500,lost,SP009,cold prospection,new business,ACC0084
OPP01092,2025-05-02,2025-05-26,23000,lost,SP008,event,upsell,ACC0116
OPP01093,2025-05-20,2025-07-15,15000,qualified,SP009,referral,upsell,ACC0007
OPP01094,2025-05-06,2025-07-18,30500,lost,SP008,cold prospection,new business,ACC0116
OPP01095,2025-05-21,2025-06-15,34500,lost,SP008,marketing,upsell,ACC0111
OPP01097,2025-05-03,2025-07-05,14500,won,SP010,marketing,new business,ACC0097
OPP01098,2025-05-05,2025-07-18,22000,created,SP010,marketing,new business,ACC0072
OPP01099,2025-05-28,2025-10-08,11000,qualified,SP010,referral,upsell,ACC0025
OPP01100,2025-05-03,2025-09-13,14000,qualified,SP010,,new business,ACC0097
OPP01101,2025-05-22,2025-08-24,15500,lost,SP010,referral,upsell,ACC0025
OPP01102,2025-05-14,2025-07-03,17000,won,SP010,cold prospection,upsell,ACC0087
OPP01103,2025-05-09,2025-07-09,10000,qualified,SP010,marketing,new business,ACC0099
OPP01104,2025-05-15,2025-07-02,7500,lost,SP010,marketing,new business,ACC0099
OPP01105,2025-05-13,2025-08-06,27500,created,SP010,event,new business,ACC0087
OPP01106,2025-05-06,2025-07-24,10500,lost,SP010,cold prospection,new business,ACC0025
OPP01107,2025-05-25,2025-06-18,10000,lost,SP010,event,new business,ACC0099
OPP01108,2025-05-09,2025-08-20,4500,created,SP010,marketing,new business,ACC0034
OPP01109,01/05/2025,24/07/2025,12000,lost,SP010,referral,new business,ACC0097
OPP01110,2025-05-21,2025-09-03,6500,created,SP010,marketing,new business,ACC0097
OPP01111,2025-06-23,2025-07-16,32000,won,SP002,marketing,new business,ACC0082
OPP01112,2025-06-27,2025-10-16,14000,created,SP002,cold prospection,new business,ACC0071
OPP01113,2025-06-14,2025-07-13,5500,created,SP001,marketing,new business,ACC0074
OPP01114,2025-06-17,2025-10-11,39000,qualified,SP002,referral,new business,ACC0044
OPP01115,2025-06-16,2025-07-14,22500,lost,SP003,marketing,new business,ACC0068
OPP01116,2025-06-15,2025-09-25,8000,qualified,SP001,marketing,new business,ACC0120
OPP01117,2025-06-24,2025-08-13,3500,qualified,SP001,cold prospection,new business,ACC0089
OPP01118,2025-06-19,2025-08-08,39000,qualified,SP002,cold prospection,upsell,ACC0004
OPP01119,2025-06-16,2025-09-19,3500,created,SP001,cold prospection,upsell,ACC0020
OPP01120,2025-06-10,2025-08-21,5500,lost,SP001,marketing,new business,ACC0026
OPP01121,2025-06-03,2025-08-16,21500,qualified,SP001,event,upsell,ACC0068
OPP01122,2025-06-16,2025-07-23,32500,created,SP003,marketing,new business,ACC0095
OPP01123,2025-06-15,2025-09-22,20500,created,SP001,cold prospection,new business,ACC0048
OPP01124,2025-06-13,2025-09-26,15000,created,SP002,marketing,new business,ACC0086
OPP01125,2025-06-28,2025-10-06,14500,created,SP001,marketing,new business,ACC0120
OPP01126,2025-06-04,2025-09-11,14000,created,SP003,referral,new business,ACC0089
OPP01127,2025-06-17,2025-07-24,14500,qualified,SP001,cold prospection,upsell,ACC0074
OPP01128,2025-06-01,2025-09-19,12500,created,SP002,cold prospection,new business,ACC0028
OPP01129,2025-06-18,2025-07-28,12500,qualified,SP003,cold prospection,upsell,ACC0048
OPP01132,2025-06-14,2025-08-14,5500,created,SP003,cold prospection,new business,ACC0024
OPP01133,2025-06-04,2025-08-19,4000,qualified,SP002,referral,upsell,ACC0020
OPP01134,2025-06-02,2025-08-26,12500,won,SP001,marketing,new business,ACC0043
OPP01135,17/06/2025,16/08/2025,4500,created,SP002,marketing,new business,ACC0014
OPP01136,2025-06-14,2025-06-26,7000,lost,SP003,referral,new business,ACC0042
OPP01137,2025-06-22,2025-09-23,14500,lost,SP001,cold prospection,upsell,ACC0043
OPP01138,2025-06-14,2025-08-27,28000,lost,SP002,referral,new business,ACC0011
OPP01139,2025-06-12,2025-08-29,21500,lost,SP003,referral,upsell,ACC0024
OPP01140,2025-06-18,2025-09-05,5000,created,SP002,marketing,new business,ACC0004
OPP01141,2025-06-06,2025-08-16,7500,lost,SP001,cold prospection,new business,ACC0008
OPP01142,2025-06-22,2025-07-29,22000,lost,SP002,marketing,new business,ACC0053
OPP01143,2025-06-02,2025-08-14,5500,qualified,SP001,event,new business,ACC0086
OPP01144,2025-06-24,2025-07-30,11500,lost,SP003,referral,new business,ACC0045
OPP01145,2025-06-11,2025-08-17,17500,won,SP003,marketing,new business,ACC0052
OPP01146,2025-06-11,2025-09-30,6000,qualified,SP002,cold prospection,upsell,ACC0028
OPP01147,2025-06-30,2025-11-27,10000,qualified,SP001,marketing,new business,ACC0095
OPP01148,2025-06-23,2025-09-09,6000,lost,SP003,event,new business,ACC0079
OPP01149,2025-06-21,2025-10-25,7500,created,SP001,cold prospection,new business,ACC0086
OPP01150,2025-06-27,2025-08-23,16000,qualified,SP002,referral,upsell,ACC0095
OPP01151,2025-06-04,2025-08-09,5500,lost,SP002,event,new business,ACC_MISSING_02
OPP01152,2025-06-25,2025-08-19,16500,lost,SP002,event,new business,ACC0114
OPP01154,2025/06/23,2025/08/07,15500,created,SP003,cold prospection,new business,ACC0095
OPP01155,09/06/2025,22/09/2025,11500,qualified,SP003,,new business,ACC0080
OPP01156,2025-06-20,2025-07-26,21500,created,SP003,referral,new business,ACC0026
OPP01157,2025-06-28,2025-08-12,14000,won,SP001,marketing,new business,ACC0082
OPP01158,2025-06-23,2025-09-12,10500,won,SP003,cold prospection,upsell,ACC0086
OPP01159,2025-06-14,2025-06-30,14000,lost,SP003,cold prospection,upsell,ACC0114
OPP01160,2025-06-28,2025-09-22,11000,created,SP002,event,new business,ACC0045
OPP01161,2025-06-29,2025-09-10,9000,created,SP003,cold prospection,new business,ACC0042
OPP01162,2025-06-11,2025-07-19,13500,lost,SP001,marketing,upsell,ACC0090
OPP01164,2025-06-14,2025-08-05,9000,lost,SP001,cold prospection,upsell,ACC0091
OPP01165,2025-06-16,2025-08-07,6000,lost,SP001,cold prospection,new business,ACC0052
OPP01166,2025-06-03,2025-07-20,32500,qualified,SP003,cold prospection,new business,ACC0101
OPP01167,2025-06-02,2025-10-08,5000,created,SP001,cold prospection,upsell,ACC0059
